,Zm00001d028401,Zm00001d049179,Zm00001d035082,Zm00001d031463,Zm00001d039173,Zm00001d006010,Zm00001d033861,Zm00001d043589,Zm00001d040260,Zm00001d048201,Zm00001d024281,Zm00001d018024,Zm00001d018742,Zm00001d034112,Zm00001d033673,Zm00001d044228,Zm00001d028398,Zm00001d025944,Zm00001d048082,Zm00001d005454,Zm00001d015737,Zm00001d020620,Zm00001d020910,Zm00001d031913,Zm00001d039432,Zm00001d042217,Zm00001d018775
cell_9613,0,0,1,2,1,1,0,1,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0
cell_9614,6,0,4,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_9615,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_9616,1,0,0,0,3,1,1,3,0,1,0,1,6,11,0,7,1,0,0,0,0,0,1,0,0,0,0
cell_9617,0,0,1,6,0,0,1,11,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1
cell_9618,0,1,0,2,0,0,0,1,0,0,0,1,15,21,0,5,0,0,0,0,10,0,0,0,0,0,0
cell_9619,0,0,0,1,1,0,0,0,1,0,0,1,0,5,0,0,1,1,0,0,0,0,0,0,3,1,0
cell_9620,0,0,0,0,4,0,0,3,2,0,1,0,0,9,0,5,0,0,0,2,0,0,0,0,1,0,0
cell_9621,3,0,2,3,2,1,6,0,0,1,2,2,3,2,0,0,0,0,0,0,23,0,0,0,0,0,0
cell_9622,0,0,1,7,1,0,1,0,0,0,18,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,5
cell_9623,0,0,1,2,0,1,2,6,0,0,0,6,8,11,0,3,3,0,0,0,0,0,0,0,0,0,0
cell_9624,0,2,0,0,2,0,1,0,0,2,0,0,7,10,0,10,1,0,0,1,0,0,1,0,0,0,0
cell_9625,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,2,0
cell_9626,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,4,0
cell_9627,0,0,0,0,2,2,0,2,0,0,0,3,1,8,1,5,0,0,0,0,0,0,0,0,0,0,0
cell_9628,1,0,3,2,1,0,3,8,0,0,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_9629,1,0,0,3,0,6,3,2,0,1,0,0,13,10,0,1,0,0,0,0,0,0,0,0,0,0,0
cell_9630,0,0,0,0,0,0,2,0,0,1,1,1,1,8,0,3,0,0,0,0,1,0,0,0,0,0,0
cell_9631,0,1,0,0,3,0,0,0,1,2,0,0,0,8,3,1,2,3,0,4,0,0,0,0,0,0,2
cell_9632,1,0,0,0,1,1,1,0,0,3,0,3,1,5,0,0,3,0,0,0,0,0,0,0,0,0,0
cell_9633,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
cell_9634,0,0,0,0,2,0,0,2,0,0,0,0,1,9,0,0,2,0,0,5,0,0,0,0,4,0,0
cell_9635,0,1,0,1,4,0,0,0,1,0,0,0,0,2,0,0,1,0,0,4,0,0,1,0,2,1,0
cell_9636,0,1,0,0,1,1,2,3,0,0,1,1,9,11,0,3,0,0,0,0,0,0,0,0,0,0,0
cell_9637,0,0,0,1,0,3,1,1,0,1,0,1,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0
cell_9638,0,0,0,1,3,0,2,2,0,0,3,0,1,2,0,1,1,0,0,1,0,0,0,2,0,0,0
cell_9639,1,0,0,0,0,3,2,1,0,1,0,3,9,10,1,1,1,0,0,0,0,0,0,0,0,0,0
cell_9640,0,0,0,0,2,0,0,0,6,0,0,0,0,11,0,0,0,0,0,3,0,0,1,0,4,7,0
cell_9641,0,0,0,0,2,0,0,3,0,0,0,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_9642,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9643,0,0,1,1,6,3,0,0,9,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,2,3,0
cell_9644,0,1,0,1,1,0,1,0,6,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,3,4,0
cell_9645,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9646,0,1,0,0,2,0,1,1,0,0,0,4,9,9,1,6,1,0,0,0,0,0,1,0,0,1,0
cell_9647,7,0,4,0,2,0,2,3,0,0,1,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0
cell_9648,0,0,0,3,1,0,0,0,2,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
cell_9649,1,1,0,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,2,0
cell_9650,1,0,1,0,1,0,0,0,1,1,0,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0
cell_9651,0,0,0,0,2,1,2,4,0,0,0,1,6,12,0,6,0,0,0,0,2,0,0,0,0,0,0
cell_9652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9653,1,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
cell_9654,1,0,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,3,0
cell_9655,0,0,0,1,4,1,6,1,0,1,13,0,1,4,2,4,0,0,0,3,0,0,1,0,0,0,0
cell_9656,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,3,2
cell_9657,0,0,0,0,0,0,0,0,4,0,1,0,0,6,0,1,0,0,0,1,1,0,0,0,3,1,0
cell_9658,2,0,1,0,1,0,4,0,0,0,0,0,1,7,1,0,2,0,0,0,0,0,1,0,0,0,0
cell_9659,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,4,0,0,0,0,0,0,1,5,0
cell_9660,0,0,4,1,4,0,0,1,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9661,0,0,0,5,1,0,0,1,0,0,13,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
cell_9662,1,0,0,4,2,0,6,0,0,1,18,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,2
cell_9663,0,2,0,1,2,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,1
cell_9664,0,0,0,1,5,0,5,2,0,0,0,2,4,6,0,1,1,0,0,0,0,0,2,0,0,0,0
cell_9665,0,2,0,1,1,0,0,0,0,1,0,0,0,5,1,0,1,1,0,0,0,0,0,0,1,0,0
cell_9666,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0
cell_9667,2,0,0,0,0,1,3,0,0,0,0,2,0,5,1,0,0,0,0,0,2,0,1,7,0,0,0
cell_9668,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
cell_9669,0,0,0,0,2,0,4,2,0,0,0,4,2,5,0,0,0,0,0,0,6,0,0,1,0,0,0
cell_9670,0,0,0,1,0,0,0,1,2,1,0,0,0,8,1,0,0,3,1,1,0,0,0,0,4,8,0
cell_9671,0,0,0,2,2,0,0,0,1,0,0,0,0,4,1,1,0,2,0,0,0,0,0,0,8,1,0
cell_9672,3,0,1,4,0,0,3,1,0,1,0,2,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0
cell_9673,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0
cell_9674,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
cell_9675,0,0,0,2,0,0,1,4,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_9676,0,0,0,0,0,0,7,2,0,0,0,2,9,13,0,7,2,0,0,0,0,0,0,0,0,0,0
cell_9677,0,0,0,0,1,0,0,4,2,1,0,4,0,6,3,0,0,0,0,0,0,0,0,0,1,4,11
cell_9678,0,0,0,0,2,3,4,0,0,0,0,2,2,4,1,0,1,0,0,0,0,0,1,1,0,0,0
cell_9679,0,0,0,1,0,5,0,4,0,0,0,0,18,10,0,5,5,0,0,0,1,0,0,0,0,0,0
cell_9680,0,0,0,1,0,1,1,5,0,0,0,0,8,7,0,3,0,0,1,0,1,0,0,0,0,0,0
cell_9681,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,4,5,1
cell_9682,1,0,0,1,2,4,4,3,0,1,0,2,4,16,0,13,1,0,0,0,0,0,0,0,0,0,0
cell_9683,0,0,0,2,0,0,0,9,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0
cell_9684,5,0,0,0,4,2,2,0,0,1,0,7,3,5,3,0,0,0,0,0,5,0,0,13,0,1,0
cell_9685,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,3,0,0
cell_9686,0,2,0,1,4,0,0,3,0,1,0,1,2,5,0,7,0,0,0,1,0,0,1,0,0,0,0
cell_9687,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9688,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
cell_9689,1,0,0,0,5,0,3,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0
cell_9690,0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0
cell_9691,0,0,0,1,0,0,4,2,0,0,2,1,4,2,0,0,2,0,0,1,0,0,2,0,0,0,1
cell_9692,0,0,0,1,0,1,2,3,0,1,0,2,5,9,1,8,2,0,0,0,1,1,0,0,0,0,0
cell_9693,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
cell_9694,0,3,0,0,2,0,1,1,0,2,0,0,1,4,0,3,1,0,0,1,0,0,1,0,0,0,0
cell_9695,0,0,0,1,0,3,3,3,0,0,0,1,9,12,0,4,1,0,0,0,0,0,1,0,0,0,0
cell_9696,0,1,1,0,4,0,0,0,0,1,0,0,0,6,1,0,1,0,0,0,2,0,1,0,0,1,0
cell_9697,2,0,1,2,0,0,3,0,0,1,16,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
cell_9698,5,0,0,0,2,0,3,0,0,1,0,1,1,9,0,0,0,0,1,1,0,1,2,0,0,1,0
cell_9699,2,0,0,2,3,0,11,1,0,5,0,1,2,9,3,0,0,0,0,0,16,0,0,0,0,0,0
cell_9700,1,0,0,0,4,0,5,0,0,0,0,0,0,11,2,0,1,0,0,0,0,0,1,0,0,0,0
cell_9701,0,0,0,1,1,2,6,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0
cell_9702,2,0,0,0,0,5,1,0,0,0,0,0,2,4,0,2,0,0,1,0,0,0,0,2,0,0,0
cell_9703,1,1,0,0,0,0,0,0,3,1,0,1,0,6,1,0,1,1,0,0,1,0,0,0,4,2,0
cell_9704,0,0,0,1,1,0,0,5,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,4
cell_9705,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,1,2,0,0,0,0,0,0,3,6,0
cell_9706,0,1,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0
cell_9707,1,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,1,0,0,0,1,0,3,0,0,0,0
cell_9708,0,0,0,0,1,0,1,2,0,0,0,0,3,9,0,4,0,0,0,1,0,0,0,0,0,0,0
cell_9709,0,0,0,2,1,0,0,0,0,0,0,0,0,7,1,1,0,1,1,1,0,0,1,0,0,0,0
cell_9710,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,3,5,0
cell_9711,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
cell_9712,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,2,1,0
cell_9713,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0
cell_9714,6,0,5,1,2,0,4,3,0,2,0,2,0,3,0,1,2,0,0,0,1,0,0,0,1,0,0
cell_9715,6,0,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cell_9716,0,0,0,0,1,1,0,0,2,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,4,1
cell_9717,0,7,0,0,6,1,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,0,0,0
cell_9718,0,0,0,1,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_9719,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
cell_9720,0,0,0,0,1,0,0,0,3,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0
cell_9721,0,0,0,0,5,1,5,0,0,1,0,2,0,14,1,0,3,0,0,0,0,0,0,0,0,0,0
cell_9722,0,0,0,0,3,0,0,1,0,0,0,1,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0
cell_9723,0,0,0,3,0,0,0,5,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,1,1
cell_9724,0,0,0,0,5,1,1,1,0,0,0,2,5,8,1,8,2,0,0,0,0,0,0,0,0,0,0
cell_9725,0,0,0,0,0,0,0,4,0,1,0,0,1,6,0,6,0,0,0,0,0,0,1,0,0,0,0
cell_9726,0,1,0,0,0,0,0,1,0,0,0,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0
cell_9727,1,0,0,0,1,2,1,0,0,2,0,2,8,7,1,0,0,0,1,0,1,0,0,0,3,0,0
cell_9728,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,6,0,0,1,0,0,0,1,3,0
cell_9729,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0
cell_9730,0,0,0,0,2,1,0,1,0,1,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9731,0,0,6,0,2,1,0,3,0,2,0,5,0,10,1,0,0,0,0,0,1,1,0,0,9,0,2
cell_9732,0,0,0,2,1,0,0,13,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,7,18
cell_9733,0,0,0,0,0,0,2,0,0,0,0,3,3,7,0,0,0,0,0,0,1,0,0,1,0,0,0
cell_9734,0,0,0,1,0,3,2,5,0,0,0,0,12,11,0,3,0,0,0,0,1,0,0,0,0,0,0
cell_9735,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,6,1,0
cell_9736,0,0,0,1,6,0,0,6,3,1,0,0,1,8,0,1,1,0,0,3,0,0,0,0,2,0,0
cell_9737,1,0,0,0,1,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0
cell_9738,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0
cell_9739,0,0,0,12,1,0,2,25,2,0,0,4,0,12,0,0,0,0,1,0,0,0,1,0,2,6,12
cell_9740,1,0,6,2,0,0,2,1,0,0,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0
cell_9741,0,0,1,2,1,0,1,2,0,2,0,0,0,3,0,0,0,0,1,0,8,0,0,0,0,0,0
cell_9742,0,0,0,0,2,3,1,3,0,0,1,0,5,10,0,5,1,0,0,0,0,0,0,0,0,0,0
cell_9743,0,1,0,0,5,1,3,0,0,0,0,2,1,5,1,3,1,0,0,0,0,0,0,1,1,0,0
cell_9744,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0
cell_9745,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,8,0
cell_9746,0,0,0,3,1,0,3,0,0,0,24,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
cell_9747,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,3,0
cell_9748,0,1,0,0,2,0,0,0,1,0,0,0,0,5,0,2,1,2,1,0,0,0,0,0,2,0,0
cell_9749,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0
cell_9750,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,3,0,0
cell_9751,0,0,0,1,0,2,7,1,0,0,1,2,6,14,0,4,0,0,0,0,0,1,0,1,0,0,0
cell_9752,0,0,1,1,1,0,4,4,0,0,0,3,5,8,0,4,0,1,0,0,0,0,0,0,0,0,0
cell_9753,0,0,0,0,0,3,2,5,0,1,0,1,11,14,2,8,1,0,0,0,0,0,0,0,0,0,0
cell_9754,11,0,3,2,1,0,6,8,0,2,0,0,1,2,3,0,2,0,1,0,1,0,0,0,0,0,0
cell_9755,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0
cell_9756,3,0,0,1,2,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,4,1,0,9,0,0,0
cell_9757,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,0,2,0,0,0,0,2,1,0
cell_9758,0,0,0,0,1,0,5,0,0,0,1,0,1,3,1,0,3,0,0,0,0,0,1,0,0,0,0
cell_9759,0,0,0,0,0,0,0,1,3,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,5,0
cell_9760,0,0,0,2,1,1,5,0,0,0,0,2,2,8,1,1,0,1,0,9,0,0,0,0,2,0,0
cell_9761,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0
cell_9762,0,0,1,1,0,0,0,4,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0
cell_9763,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
cell_9764,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,3,0
cell_9765,0,0,0,0,1,0,1,5,0,2,0,0,2,6,0,13,0,0,1,0,0,1,0,0,0,0,0
cell_9766,1,0,0,6,0,0,1,7,0,0,0,1,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0
cell_9767,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,0,1,0,0,0,0,0,0,0
cell_9768,1,0,2,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
cell_9769,0,0,1,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,1,0
cell_9770,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0
cell_9771,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
cell_9772,0,1,3,0,2,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,1,0
cell_9773,0,0,0,6,0,0,0,6,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,12
cell_9774,0,0,0,0,1,6,1,1,0,0,0,0,11,8,0,2,0,0,0,0,0,0,0,0,0,0,0
cell_9775,0,0,0,0,1,0,0,1,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,2,0
cell_9776,0,0,0,0,1,0,5,0,0,0,15,0,0,3,0,0,2,0,0,3,1,0,2,0,0,0,0
cell_9777,0,0,0,1,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
cell_9778,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
cell_9779,1,1,0,0,4,1,4,1,0,1,0,3,2,5,1,0,1,0,0,0,0,3,0,0,0,0,0
cell_9780,1,0,3,3,1,0,9,1,0,2,0,0,1,6,0,0,0,0,0,0,23,0,0,0,0,0,0
cell_9781,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,1,2,1,0,0,0,0,0,0,3,0,0
cell_9782,0,0,6,3,1,0,4,0,0,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_9783,2,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,7,0
cell_9784,0,0,0,1,1,3,2,8,0,0,0,0,11,10,1,7,0,0,0,0,0,0,0,0,0,0,0
cell_9785,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0
cell_9786,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,3,0
cell_9787,0,0,2,4,2,0,1,9,0,0,0,6,11,15,0,5,0,0,0,0,0,0,0,0,0,0,0
cell_9788,0,1,0,3,1,1,2,5,0,0,1,2,7,7,0,13,0,0,0,0,0,0,1,0,0,0,0
cell_9789,0,0,0,0,2,0,1,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_9790,1,0,5,1,0,0,1,3,0,2,1,1,0,23,1,0,1,0,0,0,11,0,0,5,0,1,1
cell_9791,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0
cell_9792,0,1,0,4,4,0,0,9,0,1,0,0,3,10,0,14,1,0,0,0,0,0,1,0,0,0,0
cell_9793,6,0,0,1,1,2,3,1,0,0,0,0,3,6,1,0,0,0,0,0,5,0,0,8,0,0,0
cell_9794,0,0,0,5,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,1
cell_9795,1,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,3,1,0,0,0,0
cell_9796,0,0,0,0,1,2,3,0,0,4,0,5,11,6,0,3,2,0,0,0,0,1,0,0,1,0,0
cell_9797,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,3,0
cell_9798,1,0,0,0,1,0,2,2,0,0,0,0,5,12,0,2,0,0,0,0,0,0,0,0,0,0,0
cell_9799,0,0,1,0,2,2,3,5,0,0,1,0,8,8,1,5,1,0,0,0,0,0,0,0,0,0,0
cell_9800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
cell_9801,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,3,0,0,0,2,0,0,0,2,1,0
cell_9802,0,0,0,3,1,0,0,6,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0
cell_9803,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,0
cell_9804,1,0,2,1,1,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,14,0,0,0,0,0,0
cell_9805,1,0,0,2,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
cell_9806,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9807,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9808,0,0,0,1,6,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9809,1,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0
cell_9810,0,0,0,0,1,0,0,1,2,1,0,0,0,9,1,0,0,4,0,0,0,0,0,0,0,5,1
cell_9811,0,0,2,1,1,0,0,1,0,0,1,0,0,5,1,0,1,2,0,0,1,0,0,0,0,2,0
cell_9812,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0
cell_9813,0,0,0,2,2,4,0,3,0,0,1,0,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0
cell_9814,2,0,2,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,0
cell_9815,0,0,0,3,3,0,3,5,0,1,0,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0
cell_9816,0,0,0,1,1,0,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
cell_9817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9818,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
cell_9819,0,0,0,2,0,0,0,8,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,8
cell_9820,0,0,0,0,2,1,2,7,0,0,1,0,5,6,0,2,0,0,0,0,1,0,0,0,0,0,0
cell_9821,0,0,0,0,1,0,4,0,0,0,1,0,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0
cell_9822,1,0,5,2,4,0,2,5,0,0,1,1,1,3,1,2,0,0,0,0,2,0,1,0,0,0,0
cell_9823,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_9824,10,0,16,1,0,0,8,1,0,0,0,2,1,7,0,0,0,0,0,0,26,0,0,0,0,0,0
cell_9825,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9826,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
cell_9827,0,0,0,0,0,1,2,0,0,0,0,1,2,11,0,1,1,0,0,0,2,0,0,0,0,0,0
cell_9828,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0
cell_9829,0,0,0,4,0,0,3,9,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2
cell_9830,0,0,0,2,1,3,2,7,0,0,0,0,8,10,0,7,0,0,0,0,0,0,0,0,0,0,0
cell_9831,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0
cell_9832,0,0,0,0,0,2,3,0,0,1,0,0,2,10,0,1,1,0,0,0,4,1,0,1,0,0,0
cell_9833,0,0,0,0,1,3,0,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,4,0,0
cell_9834,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,2,0,0
cell_9835,0,0,0,1,2,0,0,1,2,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,2,6,0
cell_9836,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,1
cell_9837,1,0,0,1,0,0,5,0,0,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0
cell_9838,0,0,0,2,1,0,0,8,4,0,0,5,0,7,2,0,0,1,0,0,0,0,0,0,4,2,3
cell_9839,0,0,0,4,4,0,0,5,0,0,8,1,6,14,0,9,1,0,0,0,0,0,0,0,0,0,0
cell_9840,0,0,0,0,1,0,3,7,0,3,1,0,5,7,1,5,0,0,0,0,1,0,0,0,0,0,0
cell_9841,4,0,3,2,1,0,5,4,0,1,0,1,1,6,0,0,2,0,0,0,11,1,0,1,0,0,0
