,imagecol,imagerow
cell_15509,6108.41,2023.32
cell_15510,6108.87,612.69
cell_15511,6109.36,2746.31
cell_15512,6109.96,279.69
cell_15513,611.32,1584.28
cell_15514,6110.27,1481.43
cell_15515,6110.28,254.2
cell_15516,6110.33,2104.86
cell_15517,6110.35,2545.71
cell_15518,6110.6,730.84
cell_15519,6110.66,2468.39
cell_15520,6110.78,2585.31
cell_15521,6111.1,2618.31
cell_15522,6111.18,112.3
cell_15523,6111.38,2061.39
cell_15524,6111.87,2736.33
cell_15525,6112.33,934.1
cell_15526,6112.48,1763.86
cell_15527,6112.5,770.49
cell_15528,6112.54,2044.95
cell_15529,6112.64,131.55
cell_15530,6113.08,717.51
cell_15531,6113.44,2456.46
cell_15532,6114.16,2706.62
cell_15533,6114.63,2795.14
cell_15534,6114.75,1922.34
cell_15535,6115.07,526.35
cell_15536,6115.25,2034.96
cell_15537,6115.5,2224.45
cell_15538,6115.71,870.62
cell_15539,6115.73,965.03
cell_15540,6115.74,444.37
cell_15541,6115.92,1127.41
cell_15542,6115.92,2163.92
cell_15543,6115.96,317.66
cell_15544,6116,832.94
cell_15545,6116.16,540.07
cell_15546,6116.33,797.56
cell_15547,6116.87,2312.07
cell_15548,6117.05,1155.85
cell_15549,6117.19,1402.19
cell_15550,6117.24,1999.31
cell_15551,6117.62,2654.09
cell_15552,6117.7,589.21
cell_15553,6118.82,428.37
cell_15554,6118.91,636.1
cell_15555,6119.18,559.66
cell_15556,6119.69,621.88
cell_15557,6119.89,2268.27
cell_15558,612.34,1365.55
cell_15559,612.94,1604.24
cell_15560,6120.09,2716.58
cell_15561,6120.11,947.09
cell_15562,6120.16,2010.41
cell_15563,6120.2,1593.7
cell_15564,6120.31,2202.52
cell_15565,6120.42,343.18
cell_15566,6120.44,2077.69
cell_15567,6120.81,890.6
cell_15568,6121.25,58.52
cell_15569,6121.29,2526.58
cell_15570,6121.31,1063.99
cell_15571,6121.58,757.43
cell_15572,6121.66,198.67
cell_15573,6121.82,606.45
cell_15574,6122.01,734.39
cell_15575,6122.26,416.23
cell_15576,6122.46,1112.24
cell_15577,6122.79,518.79
cell_15578,6122.93,2729.4
cell_15579,6123.13,784.82
cell_15580,6123.14,102.21
cell_15581,6123.51,2633.55
cell_15582,6123.88,530.92
cell_15583,6124.28,165.42
cell_15584,6124.38,51.19
cell_15585,6124.41,121.02
cell_15586,6124.76,722.34
cell_15587,6125.03,111.82
cell_15588,6125.23,2663.6
cell_15589,6125.34,772.66
cell_15590,6125.38,2539.56
cell_15591,6125.59,2804.97
cell_15592,6126.04,495.7
cell_15593,6126.16,2181.9
cell_15594,6126.18,819.51
cell_15595,6126.46,2318.85
cell_15596,6126.87,405.93
cell_15597,6127.34,175.46
cell_15598,6127.42,1081.9
cell_15599,6127.7,2035.68
cell_15600,6127.71,988.72
cell_15601,6129.29,509.36
cell_15602,613.17,1241.13
cell_15603,613.72,1520.14
cell_15604,6130.29,307.08
cell_15605,6130.48,330.3
cell_15606,6130.67,2241.68
cell_15607,6130.89,2133.78
cell_15608,6131.04,929.18
cell_15609,6131.2,2107.07
cell_15610,6131.43,522.61
cell_15611,6132.19,908.02
cell_15612,6132.29,626.6
cell_15613,6132.31,566.54
cell_15614,6132.38,749.17
cell_15615,6132.42,1044.87
cell_15616,6132.65,319.18
cell_15617,6132.66,24.3
cell_15618,6132.9,600.63
cell_15619,6133.21,2304.18
cell_15620,6133.77,270.24
cell_15621,6133.97,182.68
cell_15622,6133.99,2415.58
cell_15623,6134.49,2170.29
cell_15624,6134.78,1836.99
cell_15625,6135.24,764.75
cell_15626,6135.57,255.38
cell_15627,6135.66,532.83
cell_15628,6135.68,997.47
cell_15629,6136.02,127.22
cell_15630,6136.12,2556.75
cell_15631,6136.13,194.27
cell_15632,6136.17,2641.69
cell_15633,6136.29,614.05
cell_15634,6136.33,655.69
cell_15635,6136.37,868.89
cell_15636,6136.97,2440.08
cell_15637,6137.31,640.62
cell_15638,6137.52,837.96
cell_15639,6137.73,344.35
cell_15640,6137.77,94.98
cell_15641,6138.27,970.44
cell_15642,6138.41,734.98
cell_15643,6138.54,2065.09
cell_15644,6138.74,2624.93
cell_15645,6139.04,2808.22
cell_15646,6139.16,2583.54
cell_15647,6139.7,115.37
cell_15648,6139.74,1886.93
cell_15649,6139.78,2716.89
cell_15650,6139.95,516.78
cell_15651,6139.96,501.39
cell_15652,614.89,1211.39
cell_15653,6140.34,2186.47
cell_15654,6140.75,236.54
cell_15655,6140.8,2548.8
cell_15656,6140.89,559.19
cell_15657,6140.91,2280.69
cell_15658,6140.99,632.35
cell_15659,6141.14,2316.64
cell_15660,6141.45,2566.48
cell_15661,6142.33,301.84
cell_15662,6142.36,2228.53
cell_15663,6142.86,542.91
cell_15664,6143.13,825.67
cell_15665,6143.23,466.31
cell_15666,6143.45,433.76
cell_15667,6143.59,2794.58
cell_15668,6143.64,1012.51
cell_15669,6143.83,1799.14
cell_15670,6144.09,2648.89
cell_15671,6144.11,2158.11
cell_15672,6144.3,423.75
cell_15673,6144.34,2664.18
cell_15674,6144.35,414.2
cell_15675,6144.68,588.98
cell_15676,6144.92,329.99
cell_15677,6145.1,2742.99
cell_15678,6145.23,664.34
cell_15679,6145.68,162.45
cell_15680,6145.98,946.72
cell_15681,6146.56,744.16
cell_15682,6146.73,490.57
cell_15683,6147.17,2530.58
cell_15684,6147.31,2455.19
cell_15685,6147.56,106.47
cell_15686,6147.91,603.09
cell_15687,6148.01,2254.34
cell_15688,6148.35,764.9
cell_15689,6149.39,991.46
cell_15690,6149.51,40.65
cell_15691,6149.56,2638.92
cell_15692,6149.7,650.25
cell_15693,6149.9,789.51
cell_15694,6149.98,1190.68
cell_15695,615.38,1553.21
cell_15696,6150.08,1088.49
cell_15697,6150.26,2005.79
cell_15698,6150.56,854.16
cell_15699,6150.71,2725.67
cell_15700,6150.85,2091.36
cell_15701,6151.55,2210.39
cell_15702,6151.62,534.29
cell_15703,6151.64,2305.71
cell_15704,6151.69,272.44
cell_15705,6151.93,1121.75
cell_15706,6151.96,457.76
cell_15707,6151.96,632.99
cell_15708,6151.98,1977.8
cell_15709,6152.07,2221.21
cell_15710,6152.28,810.51
cell_15711,6152.43,1027.68
cell_15712,6152.44,195.67
cell_15713,6152.9,50.51
cell_15714,6153.04,170.74
cell_15715,6153.17,314.76
cell_15716,6153.29,558.47
cell_15717,6153.6,2404.18
cell_15718,6153.96,2055.27
cell_15719,6155.3,183.42
cell_15720,6155.47,2295.07
cell_15721,6155.47,2543.47
cell_15722,6155.5,754.68
cell_15723,6155.74,2422.46
cell_15724,6155.83,1761.95
cell_15725,6156.04,246.35
cell_15726,6156.11,775.46
cell_15727,6156.14,596.55
cell_15728,6156.43,2081.62
cell_15729,6156.55,114.78
cell_15730,6156.84,2470.78
cell_15731,6156.9,1531.62
cell_15732,6156.94,1918.78
cell_15733,6157.76,523.33
cell_15734,6157.83,2808.02
cell_15735,6157.9,1278.08
cell_15736,6157.92,544.13
cell_15737,6157.98,1348.79
cell_15738,6158.31,502.84
cell_15739,6158.38,60.13
cell_15740,6158.7,2750.6
cell_15741,6158.79,1136.07
cell_15742,6159,2638.59
cell_15743,6159.5,2711.78
cell_15744,6159.81,433.3
cell_15745,6159.92,126.53
cell_15746,6160.02,303.57
cell_15747,6160.26,2318.27
cell_15748,6160.29,908.78
cell_15749,6160.31,2106.39
cell_15750,6160.7,2200.07
cell_15751,6160.78,926.61
cell_15752,6160.96,2560.95
cell_15753,6160.98,1943.15
cell_15754,6160.99,645.29
cell_15755,6161.37,659.43
cell_15756,6161.43,165.57
cell_15757,6161.44,2067.41
cell_15758,6161.8,604.24
cell_15759,6161.95,266.51
cell_15760,6162.55,631.4
cell_15761,6162.85,2413.55
cell_15762,6163.19,2125.62
cell_15763,6163.3,620.53
cell_15764,6163.68,830.16
cell_15765,6163.97,578.68
cell_15766,6164.09,420.08
cell_15767,6164.18,1080.05
cell_15768,6164.32,27.1
cell_15769,6164.46,589.59
cell_15770,6165.04,2231.06
cell_15771,6165.19,2660.85
cell_15772,6165.33,2440.64
cell_15773,6165.47,860.5
cell_15774,6165.52,329.13
cell_15775,6165.67,41.55
cell_15776,6165.94,236.32
cell_15777,6165.95,1830.46
cell_15778,6166.53,176.16
cell_15779,6166.77,492.35
cell_15780,6166.9,764.32
cell_15781,6167.08,454.86
cell_15782,6168.14,2136.85
cell_15783,6168.15,894.21
cell_15784,6168.48,93.81
cell_15785,6168.72,792.01
cell_15786,6169.24,257.88
cell_15787,6169.39,2794.22
cell_15788,6169.51,970.42
cell_15789,6169.76,1098.65
cell_15790,6169.87,401.63
cell_15791,6169.98,2332.12
cell_15792,617.02,2143.98
cell_15793,617.55,1449.15
cell_15794,6170.47,2073.42
cell_15795,6170.82,1993.16
cell_15796,6171.23,341.69
cell_15797,6171.4,2534.1
cell_15798,6171.54,615.52
cell_15799,6171.55,519.92
cell_15800,6171.71,430.07
cell_15801,6171.78,1381.6
cell_15802,6171.82,822.02
cell_15803,6171.93,654.47
cell_15804,6172.13,2167.68
cell_15805,6172.44,413.36
cell_15806,6173.08,472.28
cell_15807,6173.23,163.81
cell_15808,6173.86,2804.67
cell_15809,6174.33,606.7
cell_15810,6174.35,668.05
cell_15811,6174.42,50.37
cell_15812,6174.68,692.17
cell_15813,6174.83,956.39
cell_15814,6174.99,775.93
cell_15815,6175.51,2179.99
cell_15816,6175.61,1196.66
cell_15817,6175.64,2545.84
cell_15818,6175.94,802.89
cell_15819,6176.03,1788.29
cell_15820,6176.83,2741.32
cell_15821,6177.26,2262.65
cell_15822,6177.41,302.58
cell_15823,6178.17,1968.78
cell_15824,6178.24,321.57
cell_15825,6178.82,112.37
cell_15826,6179.43,1052.58
cell_15827,6179.43,938.45
cell_15828,6179.76,843.19
cell_15829,6179.83,630.92
cell_15830,6179.9,1333.67
cell_15831,6179.98,2325.41
cell_15832,6180.21,459.15
cell_15833,6180.96,1434.1
cell_15834,6180.99,535
cell_15835,6181.22,573.97
cell_15836,6181.41,2716.05
cell_15837,6181.48,488.43
cell_15838,6181.49,2051.92
cell_15839,6181.57,266.66
cell_15840,6181.66,197.64
cell_15841,6181.87,593.92
cell_15842,6182.03,992.68
cell_15843,6182.07,126.78
cell_15844,6182.29,2432.09
cell_15845,6182.32,1091.65
cell_15846,6182.64,1907
cell_15847,6182.8,347.07
cell_15848,6182.81,784.94
cell_15849,6183.27,330.49
cell_15850,6183.76,605.13
cell_15851,6184.2,1030.49
cell_15852,6184.24,2734.17
cell_15853,6184.55,642.55
cell_15854,6184.68,554.26
cell_15855,6184.81,430.4
cell_15856,6184.9,500.15
cell_15857,6184.93,686.24
cell_15858,6185.29,2002.99
cell_15859,6185.59,652.73
cell_15860,6185.61,2248.43
cell_15861,6186.04,2211.9
cell_15862,6186.11,524.25
cell_15863,6186.3,707.68
cell_15864,6186.4,2015.86
cell_15865,6186.4,619.38
cell_15866,6186.59,396.16
cell_15867,6186.73,564.48
cell_15868,6186.8,39.47
cell_15869,6186.86,1110.76
cell_15870,6187.75,2300.13
cell_15871,6187.86,475.7
cell_15872,6187.97,2558.83
cell_15873,6188.05,190.83
cell_15874,6188.31,2279.55
cell_15875,6188.43,792.35
cell_15876,6188.5,1450.98
cell_15877,6188.99,1019.8
cell_15878,6189.29,873.61
cell_15879,6189.75,2664.54
cell_15880,6190.33,1384.93
cell_15881,6190.43,406.68
cell_15882,6190.59,2581.29
cell_15883,6190.72,2636.72
cell_15884,6190.75,255.89
cell_15885,6190.91,2319.57
cell_15886,6191.26,1945.81
cell_15887,6191.43,1256.49
cell_15888,6191.54,164.07
cell_15889,6191.76,232.84
cell_15890,6191.82,94.29
cell_15891,6191.84,2622.13
cell_15892,6191.87,2722.29
cell_15893,6191.91,583.46
cell_15894,6192.01,666.33
cell_15895,6192.19,458.51
cell_15896,6192.4,1403.35
cell_15897,6192.82,818.25
cell_15898,6192.86,828.53
cell_15899,6193.24,2033.56
cell_15900,6193.62,719.7
cell_15901,6193.74,489.37
cell_15902,6193.76,1827.71
cell_15903,6193.9,1216.56
cell_15904,6193.98,2075.35
cell_15905,6194.2,921.5
cell_15906,6194.32,2105.72
cell_15907,6194.33,2332.12
cell_15908,6194.72,113.68
cell_15909,6195,2408.75
cell_15910,6195.2,2084.93
cell_15911,6195.29,2805.62
cell_15912,6195.31,2053.29
cell_15913,6195.34,2419.29
cell_15914,6195.85,184.6
cell_15915,6195.93,2042.34
cell_15916,6196.36,24.45
cell_15917,6196.42,2229.14
cell_15918,6196.75,59.62
cell_15919,6196.99,2065.42
cell_15920,6197.21,934.92
cell_15921,6197.28,2193.29
cell_15922,6197.71,1146.97
cell_15923,6198.09,1345.24
cell_15924,6198.1,649.04
cell_15925,6198.11,2129.88
cell_15926,6198.28,315.63
cell_15927,6198.53,637.02
cell_15928,6198.68,2022.55
cell_15929,6198.99,403.19
cell_15930,6199.24,703.73
cell_15931,6199.75,595.11
cell_15932,6199.91,2541.83
cell_15933,6199.99,2551.77
cell_15934,620.17,1224.47
cell_15935,620.65,1572.02
cell_15936,6200.04,959.16
cell_15937,6200.25,2179.55
cell_15938,6200.54,2731.82
cell_15939,6200.87,413.29
cell_15940,6201.09,468.63
cell_15941,6201.79,2751.93
cell_15942,6202.16,615.03
cell_15943,6202.42,551.39
cell_15944,6203.19,427.26
cell_15945,6203.29,681.58
cell_15946,6203.58,2260.98
cell_15947,6203.88,604.49
cell_15948,6203.89,800.55
cell_15949,6204.01,2740.25
cell_15950,6204.02,1998.59
cell_15951,6204.13,258.04
cell_15952,6204.23,343.93
cell_15953,6204.86,2445.66
cell_15954,6204.91,303.48
cell_15955,6205.33,393.32
cell_15956,6205.58,175.68
cell_15957,6205.71,2635.27
cell_15958,6205.72,1974.31
cell_15959,6205.98,578.91
cell_15960,6206.33,39.45
cell_15961,6206.41,1136.26
cell_15962,6206.41,2335.77
cell_15963,6206.72,2561.17
cell_15964,6206.93,980.32
cell_15965,6207.05,117.04
cell_15966,6207.1,1806.7
cell_15967,6207.2,2474.78
cell_15968,6207.64,2530.43
cell_15969,6207.7,2315.95
cell_15970,6208.06,832.62
cell_15971,6208.31,563.64
cell_15972,6208.46,2347.82
cell_15973,6208.56,879.98
cell_15974,6208.66,754.94
cell_15975,6208.68,48.08
cell_15976,6208.8,2455.95
cell_15977,6209.15,270.01
cell_15978,6209.27,1749.4
cell_15979,6209.54,532.74
cell_15980,6209.9,674.39
cell_15981,6209.92,240.85
cell_15982,621.21,2112.46
cell_15983,6210.04,95.86
cell_15984,6210.14,708.16
cell_15985,6210.57,21.79
cell_15986,6210.85,2274.58
cell_15987,6210.87,1371.87
cell_15988,6210.93,130.23
cell_15989,6210.98,727.73
cell_15990,6211.29,1173.22
cell_15991,6211.52,1089.57
cell_15992,6211.54,690.99
cell_15993,6211.68,105.64
cell_15994,6212.33,1875.33
cell_15995,6212.65,1303.68
cell_15996,6212.74,1039.75
cell_15997,6212.86,313.53
cell_15998,6213.04,34.53
cell_15999,6213.14,2725.43
cell_16000,6213.51,665.03
cell_16001,6213.64,1830.26
cell_16002,6214.74,2735.42
cell_16003,6215.05,654.45
cell_16004,6215.31,2809.06
cell_16005,6215.45,2223.4
cell_16006,6215.74,907.3
cell_16007,6216.48,2583.1
cell_16008,6217.49,1349.01
cell_16009,6217.85,700.98
cell_16010,6218.23,408.07
cell_16011,6218.31,2631.71
cell_16012,6218.46,611.45
cell_16013,6218.67,2432.66
cell_16014,6218.74,592.08
cell_16015,6218.79,2567.08
cell_16016,6218.81,54.03
cell_16017,6218.83,751.68
cell_16018,6218.84,343.37
cell_16019,6218.95,2337.95
cell_16020,6219.17,389.37
cell_16021,6219.38,2411.36
cell_16022,6219.6,2542.53
cell_16023,6219.85,2651.09
cell_16024,6219.93,1431.49
cell_16025,6220.48,2801.36
cell_16026,6220.61,2299.72
cell_16027,6221.28,2791.96
cell_16028,6221.5,737.85
cell_16029,6221.71,886.33
cell_16030,6222.02,165.16
cell_16031,6222.12,938.18
cell_16032,6222.85,2453.76
cell_16033,6223,497.48
cell_16034,6223.19,182.28
cell_16035,6223.27,691
cell_16036,6223.4,823.47
cell_16037,6223.48,2012.1
cell_16038,6223.99,844.02
cell_16039,6224.14,424.38
cell_16040,6224.37,1144.11
cell_16041,6224.52,532.05
cell_16042,6224.9,680.02
cell_16043,6225.49,564.41
cell_16044,6225.69,1031.18
cell_16045,6226.28,518.05
cell_16046,6226.57,643.32
cell_16047,6226.77,2530.84
cell_16048,6226.86,1076.18
cell_16049,6226.93,766.78
cell_16050,6227.01,2716.47
cell_16051,6227.18,330.31
cell_16052,6227.31,473.95
cell_16053,6227.64,2344.29
cell_16054,6227.67,956.95
cell_16055,6227.69,2122.15
cell_16056,6227.93,2666.67
cell_16057,6228,1423.85
cell_16058,6228.55,485.66
cell_16059,6229.07,745.23
cell_16060,6229.09,1582.65
cell_16061,6229.2,1118.54
cell_16062,6229.21,1103.81
cell_16063,6229.21,2171.39
cell_16064,6229.36,117.27
cell_16065,6229.38,783.48
cell_16066,6229.57,1509.58
cell_16067,6229.69,2040.44
cell_16068,6229.77,2205.64
cell_16069,6229.93,2153.24
cell_16070,623.11,1591.92
cell_16071,623.8,1430.33
cell_16072,6230.33,673.05
cell_16073,6230.75,632.57
cell_16074,6230.81,2245.44
cell_16075,6231.19,662.98
cell_16076,6231.4,721.42
cell_16077,6231.57,508.43
cell_16078,6231.72,2087.83
cell_16079,6231.87,229.85
cell_16080,6232.71,403.06
cell_16081,6232.82,1307.62
cell_16082,6233.47,2188.77
cell_16083,6233.87,2284.53
cell_16084,6234.08,1010.34
cell_16085,6234.31,464.9
cell_16086,6234.36,94.2
cell_16087,6234.78,2753.49
cell_16088,6234.83,2050.08
cell_16089,6234.88,2074.61
cell_16090,6234.92,1659.95
cell_16091,6234.96,1973.77
cell_16092,6235.27,2740.39
cell_16093,6235.81,269.4
cell_16094,6236.17,912.57
cell_16095,6236.35,346.51
cell_16096,6236.36,1127.6
cell_16097,6236.46,793.07
cell_16098,6236.55,2423.6
cell_16099,6236.72,2455.65
cell_16100,6237.05,822.95
cell_16101,6237.86,543.22
cell_16102,6238.2,2328.75
cell_16103,6238.41,421.45
cell_16104,6238.6,2345.88
cell_16105,6239.01,197.03
cell_16106,6239.23,1400.55
cell_16107,6239.23,2223.05
cell_16108,6239.36,2557.22
cell_16109,6239.66,2443.99
cell_16110,6239.89,694.2
cell_16111,6239.96,440.2
cell_16112,624.68,1643.89
cell_16113,6240.14,128.73
cell_16114,6240.32,850.88
cell_16115,6240.34,449.43
cell_16116,6240.39,386.85
cell_16117,6240.48,2635.13
cell_16118,6240.8,807.24
cell_16119,6240.81,717.83
cell_16120,6241.18,106.99
cell_16121,6241.35,2624.4
cell_16122,6241.37,487.76
cell_16123,6242.29,1135.49
cell_16124,6242.29,36.55
cell_16125,6242.9,2433.88
cell_16126,6242.94,460.37
cell_16127,6242.95,1942.09
cell_16128,6243.43,971.22
cell_16129,6243.56,2309.64
cell_16130,6243.79,161.36
cell_16131,6244.12,1230.1
cell_16132,6244.23,1184.15
cell_16133,6244.35,182.75
cell_16134,6244.99,175.07
cell_16135,6245.07,2663.45
cell_16136,6245.76,871.36
cell_16137,6246.2,1415.22
cell_16138,6246.27,2707.52
cell_16139,6246.39,794.05
cell_16140,6246.45,686.23
cell_16141,6246.52,1962.55
cell_16142,6246.83,474.01
cell_16143,6246.89,1392.13
cell_16144,6247.12,750.85
cell_16145,6247.24,960.5
cell_16146,6247.35,572.37
cell_16147,6247.38,54.81
cell_16148,6247.43,2576.33
cell_16149,6247.56,639.54
cell_16150,6247.95,2731.82
cell_16151,6248.28,546.05
cell_16152,6248.55,2809.76
cell_16153,6248.61,658.65
cell_16154,6248.84,947.17
cell_16155,6248.88,243.37
cell_16156,6248.93,710.82
cell_16157,6249.48,2116.58
cell_16158,6249.51,675.49
cell_16159,6250.08,422.03
cell_16160,6250.28,1087.63
cell_16161,6250.39,197.13
cell_16162,6250.4,2133.42
cell_16163,6250.52,2475.92
cell_16164,6251.18,1721.25
cell_16165,6251.29,772.61
cell_16166,6252.19,2292.98
cell_16167,6252.42,734.15
cell_16168,6252.48,317.63
cell_16169,6252.51,587.14
cell_16170,6253.16,2043.18
cell_16171,6253.24,23.47
cell_16172,6253.51,274.75
cell_16173,6253.54,2274.73
cell_16174,6253.78,836.79
cell_16175,6253.92,2343.06
cell_16176,6253.94,2354.13
cell_16177,6254.2,447.52
cell_16178,6254.24,2803.67
cell_16179,6254.63,2253.64
cell_16180,6254.78,260.48
cell_16181,6254.79,911.99
cell_16182,6255.2,2526.01
cell_16183,6255.77,114.55
cell_16184,6255.81,2655.72
cell_16185,6256.18,460.51
cell_16186,6256.35,2635.03
cell_16187,6256.66,975.22
cell_16188,6256.8,1057.37
cell_16189,6257.07,2334.23
cell_16190,6257.13,559.87
cell_16191,6257.26,172.65
cell_16192,6257.35,2162
cell_16193,6257.41,1407.49
cell_16194,6257.65,815.07
cell_16195,6257.96,2645.66
cell_16196,6258.27,251.07
cell_16197,6258.51,1190.77
cell_16198,6258.7,2753.67
cell_16199,6258.74,924.99
cell_16200,6258.82,2557.6
cell_16201,6258.92,391.68
cell_16202,6258.98,2198.07
cell_16203,6259.22,728.32
cell_16204,6259.46,784.81
cell_16205,6259.55,188.71
cell_16206,626.63,1243.83
cell_16207,626.91,2121.52
cell_16208,626.99,1565.83
cell_16209,6260.25,520.2
cell_16210,6260.45,345.04
cell_16211,6260.96,1486.93
cell_16212,6261.68,2213.19
cell_16213,6261.8,1368.54
cell_16214,6262.02,1971.44
cell_16215,6262.06,2470.58
cell_16216,6262.1,1339.21
cell_16217,6262.15,2286.15
cell_16218,6262.69,673.72
cell_16219,6262.7,2229.2
cell_16220,6262.79,2439.06
cell_16221,6263.1,241.31
cell_16222,6263.27,41.96
cell_16223,6263.35,452.27
cell_16224,6263.88,854.82
cell_16225,6263.91,424.27
cell_16226,6264.12,658.46
cell_16227,6264.46,2456.48
cell_16228,6264.46,271.29
cell_16229,6264.48,2306.71
cell_16230,6264.62,590.74
cell_16231,6265.07,2117.18
cell_16232,6265.59,604.32
cell_16233,6265.59,798.75
cell_16234,6265.62,696.21
cell_16235,6265.77,1935.75
cell_16236,6265.83,2240.43
cell_16237,6266.02,993.15
cell_16238,6266.41,231.79
cell_16239,6266.58,479.89
cell_16240,6267.01,2624.53
cell_16241,6267.17,2024.2
cell_16242,6267.21,815
cell_16243,6267.55,2153.55
cell_16244,6267.77,2564.16
cell_16245,6268.16,2343.06
cell_16246,6268.54,2652.12
cell_16247,6268.76,883.46
cell_16248,6269.2,2178
cell_16249,6269.22,579.1
cell_16250,6269.5,780.74
cell_16251,6269.62,326.29
cell_16252,6269.68,2664.37
cell_16253,6269.9,2262.4
cell_16254,6270.08,2465.08
cell_16255,6270.16,128.67
cell_16256,6270.54,728.11
cell_16257,6270.64,981.05
cell_16258,6270.81,714.43
cell_16259,6271.16,96.78
cell_16260,6271.39,2137.45
cell_16261,6271.49,562.03
cell_16262,6271.89,1145.16
cell_16263,6272,2616.08
cell_16264,6272,944.71
cell_16265,6272.04,522.89
cell_16266,6272.53,28.95
cell_16267,6272.6,335.3
cell_16268,6272.73,1160.47
cell_16269,6273.3,932.63
cell_16270,6273.33,2090.43
cell_16271,6273.79,2188.47
cell_16272,6273.83,450.56
cell_16273,6274.33,914.66
cell_16274,6274.56,2640.45
cell_16275,6274.67,57.6
cell_16276,6274.97,676.65
cell_16277,6274.98,410.87
cell_16278,6275.53,854.32
cell_16279,6275.96,108.81
cell_16280,6275.96,1573.83
cell_16281,6276.1,709.02
cell_16282,6276.14,2061.05
cell_16283,6276.43,2711.93
cell_16284,6276.44,643.44
cell_16285,6276.5,2402.11
cell_16286,6276.83,827.25
cell_16287,6276.89,2287.36
cell_16288,6277.23,892.9
cell_16289,6277.65,596.66
cell_16290,6277.93,771.42
cell_16291,6278.13,319.05
cell_16292,6278.25,2575.59
cell_16293,6278.41,2807.84
cell_16294,6278.44,2324.12
cell_16295,6278.56,2273.85
cell_16296,6278.81,1112.63
cell_16297,6278.84,1394.99
cell_16298,6278.92,1102.98
cell_16299,6279.26,1124.86
cell_16300,6279.76,1088.02
cell_16301,6280.14,745.4
cell_16302,6280.22,1408.26
cell_16303,6281.27,393.98
cell_16304,6281.42,1382.21
cell_16305,6281.83,1853.92
cell_16306,6282.14,811.18
cell_16307,6282.27,462.97
cell_16308,6282.55,578.21
cell_16309,6282.6,630.95
cell_16310,6282.62,2648
cell_16311,6282.76,2527.22
cell_16312,6282.8,166.73
cell_16313,6282.8,426.17
cell_16314,6282.91,971.53
cell_16315,6283.13,2050.47
cell_16316,6283.38,704.97
cell_16317,6283.71,307.26
cell_16318,6283.72,452.56
cell_16319,6283.76,272.51
cell_16320,6284.37,336.25
cell_16321,6284.58,1435.98
cell_16322,6284.66,2465.44
cell_16323,6284.91,783.71
cell_16324,6285.16,2635.03
cell_16325,6285.52,617.44
cell_16326,6285.56,1785.04
cell_16327,6285.78,202.03
cell_16328,6285.92,178.34
cell_16329,6286.15,2261.07
cell_16330,6286.89,46.86
cell_16331,6287.19,2348.39
cell_16332,6287.27,552.56
cell_16333,6287.49,737.54
cell_16334,6287.65,1236.32
cell_16335,6288.24,765.99
cell_16336,6288.52,530.09
cell_16337,6288.59,2725.7
cell_16338,6288.97,2665.16
cell_16339,6289.02,596.16
cell_16340,6289.42,2538.82
cell_16341,6289.83,260.9
cell_16342,629.8,1280.6
cell_16343,6290.59,60.43
cell_16344,6290.69,2320.02
cell_16345,6290.81,680.67
cell_16346,6290.98,2555.16
cell_16347,6291.72,1014.51
cell_16348,6291.99,727.82
cell_16349,6292.13,843.25
cell_16350,6292.24,1909.83
cell_16351,6292.34,119.71
cell_16352,6292.38,2289.97
cell_16353,6292.43,519.19
cell_16354,6292.54,2412.93
cell_16355,6292.78,2454.97
cell_16356,6292.82,1097.96
cell_16357,6292.92,757.45
cell_16358,6292.94,2199.25
cell_16359,6293.09,960.52
cell_16360,6293.44,2797.74
cell_16361,6294.21,2619.13
cell_16362,6294.48,944.03
cell_16363,6295.05,187.92
cell_16364,6295.07,2649.22
cell_16365,6295.73,558.9
cell_16366,6296.12,614.43
cell_16367,6296.49,2225.75
cell_16368,6296.6,92.21
cell_16369,6296.76,2018
cell_16370,6296.78,2338.67
cell_16371,6297.08,539.38
cell_16372,6297.2,23.32
cell_16373,6297.23,2003.18
cell_16374,6297.47,1872.59
cell_16375,6297.75,2639.05
cell_16376,6297.86,2259.75
cell_16377,6298.29,348.95
cell_16378,6298.32,337.65
cell_16379,6298.47,479.71
cell_16380,6298.79,2172.54
cell_16381,6299.07,238.7
cell_16382,6299.1,427.21
cell_16383,6299.41,569.34
cell_16384,6299.49,1085.12
cell_16385,6299.49,601.63
cell_16386,6299.87,2030.08
cell_16387,6299.92,647.02
cell_16388,6300.09,675.96
cell_16389,6300.26,2114.14
cell_16390,6300.44,590.63
cell_16391,6300.55,328.6
cell_16392,6300.8,2241.39
cell_16393,6300.8,695.89
cell_16394,6300.86,2469.71
cell_16395,6300.96,1133.72
cell_16396,6301.16,753.63
cell_16397,6301.29,932.87
cell_16398,6301.51,1048.83
cell_16399,6301.51,809.32
cell_16400,6301.62,250.48
cell_16401,6301.88,2325.58
cell_16402,6302.22,1696.99
cell_16403,6302.35,773.51
cell_16404,6302.63,2712.26
cell_16405,6302.79,129.2
cell_16406,6302.96,31.96
cell_16407,6303.17,517.92
cell_16408,6303.44,711.87
cell_16409,6303.55,909.74
cell_16410,6303.76,2576.82
cell_16411,6303.92,2458.94
cell_16412,6303.93,837.89
cell_16413,6304.25,2530.11
cell_16414,6304.29,579.73
cell_16415,6304.35,977.38
